,apperences,freq
vinaigrette,14.0,0.09738452977184195
chard,14.0,0.09738452977184195
caramel,14.0,0.09738452977184195
hock,13.0,0.09042849193099611
tot,13.0,0.09042849193099611
toothpick,13.0,0.09042849193099611
pie,13.0,0.09042849193099611
polenta,13.0,0.0904284919309961
wrap,13.0,0.0904284919309961
provence,13.0,0.0904284919309961
cap,13.0,0.0904284919309961
dessert,13.0,0.0904284919309961
cob,13.0,0.0904284919309961
creme,13.0,0.0904284919309961
bone,13.0,0.09042849193099609
veal,12.0,0.08347245409015025
pancetta,12.0,0.08347245409015025
meatball,12.0,0.08347245409015025
bitter,12.0,0.08347245409015025
grease,12.0,0.08347245409015025
lard,12.0,0.08347245409015025
rocket,12.0,0.08347245409015025
pesto,12.0,0.08347245409015025
cup,12.0,0.08347245409015025
nectarine,12.0,0.08347245409015025
brisket,12.0,0.08347245409015025
base,12.0,0.08347245409015024
hen,11.0,0.0765164162493044
starch,11.0,0.0765164162493044
bulgur,11.0,0.0765164162493044
gruyere,11.0,0.0765164162493044
oelek,11.0,0.0765164162493044
mani,11.0,0.0765164162493044
beverage,11.0,0.0765164162493044
crab,11.0,0.07651641624930439
pulp,11.0,0.07651641624930439
oyster,11.0,0.07651641624930439
ball,10.0,0.06956037840845855
beetroot,10.0,0.06956037840845855
liver,10.0,0.06956037840845855
cola,10.0,0.06956037840845855
liquor,10.0,0.06956037840845855
kumara,10.0,0.06956037840845854
lite,10.0,0.06956037840845854
anchovy,10.0,0.06956037840845854
cognac,10.0,0.06956037840845854
twist,10.0,0.06956037840845854
arrowroot,10.0,0.06956037840845854
fresco,10.0,0.06956037840845854
sparerib,10.0,0.06956037840845854
chick-pea,10.0,0.06956037840845854
sorbet,9.0,0.0626043405676127
strip,9.0,0.0626043405676127
ravioli,9.0,0.06260434056761269
icing,9.0,0.06260434056761269
sherbet,9.0,0.06260434056761269
consomme,9.0,0.06260434056761269
trout,9.0,0.06260434056761269
bratwurst,9.0,0.06260434056761269
grit,9.0,0.06260434056761269
gluten,9.0,0.06260434056761269
shank,9.0,0.06260434056761269
curry,9.0,0.06260434056761269
manicotti,9.0,0.06260434056761269
eggnog,9.0,0.06260434056761269
starter,9.0,0.06260434056761269
butt,9.0,0.06260434056761269
skin,9.0,0.06260434056761269
lavender,9.0,0.06260434056761269
espresso,9.0,0.06260434056761269
endive,9.0,0.06260434056761269
sprinkle,9.0,0.06260434056761269
sumac,9.0,0.06260434056761269
cod,9.0,0.06260434056761269
root,8.0,0.055648302726766845
spam,8.0,0.05564830272676684
nori,8.0,0.05564830272676684
halibut,8.0,0.05564830272676684
marinade,8.0,0.05564830272676684
croissant,8.0,0.05564830272676684
dal,8.0,0.05564830272676684
kiss,8.0,0.05564830272676684
poundcake,8.0,0.05564830272676684
protein,8.0,0.05564830272676684
galangal,8.0,0.05564830272676684
mince,8.0,0.05564830272676684
hominy,8.0,0.05564830272676684
creamer,8.0,0.05564830272676683
whiz,8.0,0.05564830272676683
miso,8.0,0.05564830272676683
curd,7.0,0.04869226488592099
rice-a-roni,7.0,0.04869226488592099
fry,7.0,0.04869226488592098
m&m',7.0,0.04869226488592098
millet,7.0,0.04869226488592098
harina,7.0,0.04869226488592098
section,7.0,0.04869226488592098
cornichon,7.0,0.04869226488592098
shaving,7.0,0.04869226488592098
hummu,7.0,0.04869226488592098
msg,7.0,0.04869226488592098
oleo,7.0,0.04869226488592098
seafood,7.0,0.04869226488592098
yam,7.0,0.04869226488592098
edamame,7.0,0.048692264885920974
toast,7.0,0.048692264885920974
food,6.0,0.04173622704507513
bagel,6.0,0.04173622704507513
mozzarella,6.0,0.04173622704507513
crystal,6.0,0.04173622704507513
head,6.0,0.04173622704507513
dorito,6.0,0.04173622704507513
burger,6.0,0.04173622704507513
honeydew,6.0,0.041736227045075125
tangerine,6.0,0.041736227045075125
amino,6.0,0.041736227045075125
vegemite,6.0,0.041736227045075125
7-up,6.0,0.041736227045075125
radicchio,6.0,0.041736227045075125
spearmint,6.0,0.041736227045075125
tempeh,6.0,0.041736227045075125
curl,6.0,0.041736227045075125
snapper,6.0,0.041736227045075125
free,6.0,0.041736227045075125
fusilli,6.0,0.041736227045075125
chervil,6.0,0.041736227045075125
tip,5.0,0.034780189204229275
pocket,5.0,0.034780189204229275
achiote,5.0,0.034780189204229275
link,5.0,0.034780189204229275
patty,5.0,0.034780189204229275
dip,5.0,0.034780189204229275
coating,5.0,0.034780189204229275
niblet,5.0,0.034780189204229275
menthe,5.0,0.034780189204229275
twin,5.0,0.034780189204229275
cut,5.0,0.034780189204229275
tamale,5.0,0.034780189204229275
venison,5.0,0.034780189204229275
seitan,5.0,0.03478018920422927
mexicorn,5.0,0.03478018920422927
gallo,5.0,0.03478018920422927
bocconcini,5.0,0.03478018920422927
courgette,5.0,0.03478018920422927
ladyfinger,5.0,0.03478018920422927
campari,5.0,0.03478018920422927
calvado,5.0,0.03478018920422927
bouquet,5.0,0.03478018920422927
rigate,5.0,0.03478018920422927
ciabatta,5.0,0.03478018920422927
frank,4.0,0.02782415136338342
strand,4.0,0.02782415136338342
gnocchi,4.0,0.02782415136338342
paper,4.0,0.02782415136338342
drink,4.0,0.02782415136338342
plank,4.0,0.02782415136338342
aubergine,4.0,0.02782415136338342
nugget,4.0,0.02782415136338342
cheddar,4.0,0.02782415136338342
rutabaga,4.0,0.02782415136338342
schnitzel,4.0,0.02782415136338342
plantain,4.0,0.02782415136338342
stevia,4.0,0.02782415136338342
calamari,4.0,0.02782415136338342
doughnut,4.0,0.02782415136338342
parmigiano,4.0,0.02782415136338342
aniseed,4.0,0.02782415136338342
cornbread,4.0,0.02782415136338342
tail,4.0,0.02782415136338342
panir,4.0,0.02782415136338342
fontina,4.0,0.02782415136338342
tzatziki,4.0,0.02782415136338342
verde,4.0,0.02782415136338342
coke,4.0,0.02782415136338342
palm,4.0,0.02782415136338342
limoncello,4.0,0.02782415136338342
nutella,4.0,0.02782415136338342
mixture,4.0,0.02782415136338342
baking,4.0,0.02782415136338342
kirsch,4.0,0.02782415136338342
frangelico,4.0,0.02782415136338342
ricotta,4.0,0.02782415136338342
weet-bix,4.0,0.02782415136338342
cachaca,4.0,0.02782415136338342
chorizo,4.0,0.02782415136338342
light,4.0,0.02782415136338342
product,4.0,0.02782415136338342
salad,4.0,0.02782415136338342
challah,4.0,0.02782415136338342
granola,4.0,0.02782415136338342
rabbit,3.0,0.020868113522537562
capellini,3.0,0.020868113522537562
bark,3.0,0.020868113522537562
crema,3.0,0.020868113522537562
soybean,3.0,0.020868113522537562
roe,3.0,0.020868113522537562
semolina,3.0,0.020868113522537562
batter,3.0,0.020868113522537562
bud,3.0,0.020868113522537562
blossom,3.0,0.020868113522537562
quarter,3.0,0.020868113522537562
crepe,3.0,0.020868113522537562
tenderizer,3.0,0.020868113522537562
crumble,3.0,0.020868113522537562
bologna,3.0,0.020868113522537562
carne,3.0,0.020868113522537562
squid,3.0,0.020868113522537562
certo,3.0,0.020868113522537562
lobster,3.0,0.020868113522537562
acid,3.0,0.020868113522537562
chabli,3.0,0.020868113522537562
brine,3.0,0.020868113522537562
swordfish,3.0,0.020868113522537562
snap,3.0,0.020868113522537562
neck,3.0,0.020868113522537562
goya,3.0,0.020868113522537562
escarole,3.0,0.020868113522537562
coleslaw,3.0,0.020868113522537562
marsala,3.0,0.020868113522537562
whisky,3.0,0.020868113522537562
pernod,3.0,0.020868113522537562
wasabi,3.0,0.020868113522537562
mesclun,3.0,0.020868113522537562
jar,3.0,0.020868113522537562
agar-agar,3.0,0.020868113522537562
bubble,3.0,0.020868113522537562
v8,3.0,0.020868113522537562
karo,3.0,0.020868113522537562
drummette,3.0,0.020868113522537562
lopez,3.0,0.020868113522537562
alum,3.0,0.020868113522537562
nutmeat,3.0,0.020868113522537562
stuffing,3.0,0.020868113522537562
legs-thigh,3.0,0.020868113522537562
swede,3.0,0.020868113522537562
orecchiette,3.0,0.020868113522537562
mignon,3.0,0.020868113522537562
duck,2.0,0.01391207568169171
montrachet,2.0,0.01391207568169171
farro,2.0,0.01391207568169171
sucanat,2.0,0.01391207568169171
kumquat,2.0,0.01391207568169171
sweetcorn,2.0,0.01391207568169171
mincemeat,2.0,0.01391207568169171
rub,2.0,0.01391207568169171
petal,2.0,0.01391207568169171
punch,2.0,0.01391207568169171
yuzu,2.0,0.01391207568169171
hing,2.0,0.01391207568169171
macaroon,2.0,0.01391207568169171
ajwain,2.0,0.01391207568169171
rusk,2.0,0.01391207568169171
rotini,2.0,0.01391207568169171
merlot,2.0,0.01391207568169171
soap,2.0,0.01391207568169171
loaf,2.0,0.01391207568169171
string,2.0,0.01391207568169171
lychee,2.0,0.01391207568169171
pizza,2.0,0.01391207568169171
habanero,2.0,0.01391207568169171
myrtle,2.0,0.01391207568169171
clementine,2.0,0.01391207568169171
saltine,2.0,0.01391207568169171
kool-aid,2.0,0.01391207568169171
gram,2.0,0.01391207568169171
lecithin,2.0,0.01391207568169171
rack,2.0,0.01391207568169171
persimmon,2.0,0.01391207568169171
pate,2.0,0.01391207568169171
port,2.0,0.01391207568169171
backstrap,2.0,0.01391207568169171
pla,2.0,0.01391207568169171
ouzo,2.0,0.01391207568169171
lovage,2.0,0.01391207568169171
cucuzza,2.0,0.01391207568169171
limeade,2.0,0.01391207568169171
pisco,2.0,0.01391207568169171
better-than-cream-cheese,2.0,0.01391207568169171
blanco,2.0,0.01391207568169171
vert,2.0,0.01391207568169171
steak-um,2.0,0.01391207568169171
comfort,2.0,0.01391207568169171
spaghettini,2.0,0.01391207568169171
shoyu,2.0,0.01391207568169171
scoop,2.0,0.01391207568169171
tostada,2.0,0.01391207568169171
ditalini,2.0,0.01391207568169171
pepita,2.0,0.01391207568169171
lox,2.0,0.01391207568169171
frai,2.0,0.01391207568169171
rabe,2.0,0.01391207568169171
lardon,2.0,0.01391207568169171
muesli,2.0,0.01391207568169171
sorrel,2.0,0.01391207568169171
marmite,2.0,0.01391207568169171
mole,2.0,0.01391207568169171
chilie,2.0,0.01391207568169171
parma,2.0,0.01391207568169171
fudge,2.0,0.01391207568169171
broccolini,2.0,0.01391207568169171
cheesecloth,2.0,0.01391207568169171
stout,2.0,0.01391207568169171
galliano,2.0,0.01391207568169171
coca-cola,2.0,0.01391207568169171
tube,2.0,0.01391207568169171
veg-all,2.0,0.01391207568169171
nip,2.0,0.01391207568169171
bas,2.0,0.01391207568169171
banane,2.0,0.01391207568169171
eye,2.0,0.01391207568169171
frisee,2.0,0.01391207568169171
haddock,2.0,0.01391207568169171
risoni,2.0,0.01391207568169171
low,2.0,0.01391207568169171
caraway,2.0,0.01391207568169171
glaze,2.0,0.01391207568169171
kefir,2.0,0.01391207568169171
caviar,2.0,0.01391207568169171
part,2.0,0.01391207568169171
43,1.0,0.006956037840845855
pawpaw,1.0,0.006956037840845855
jaggery,1.0,0.006956037840845855
puff,1.0,0.006956037840845855
kashi,1.0,0.006956037840845855
paneer,1.0,0.006956037840845855
butterbean,1.0,0.006956037840845855
custard,1.0,0.006956037840845855
ziti,1.0,0.006956037840845855
kohlrabi,1.0,0.006956037840845855
besan,1.0,0.006956037840845855
celeriac,1.0,0.006956037840845855
browner,1.0,0.006956037840845855
bottlegourd,1.0,0.006956037840845855
anejo,1.0,0.006956037840845855
snow,1.0,0.006956037840845855
glucose,1.0,0.006956037840845855
meringue,1.0,0.006956037840845855
jeera,1.0,0.006956037840845855
lauki,1.0,0.006956037840845855
chloride,1.0,0.006956037840845855
jell,1.0,0.006956037840845855
choi,1.0,0.006956037840845855
pepsi,1.0,0.006956037840845855
cannellini,1.0,0.006956037840845855
macadamia,1.0,0.006956037840845855
burghul,1.0,0.006956037840845855
mirliton,1.0,0.006956037840845855
straw,1.0,0.006956037840845855
sole,1.0,0.006956037840845855
helper,1.0,0.006956037840845855
kingfish,1.0,0.006956037840845855
tostado,1.0,0.006956037840845855
gizzard,1.0,0.006956037840845855
towel,1.0,0.006956037840845855
muskmelon,1.0,0.006956037840845855
shake-n-bake,1.0,0.006956037840845855
log,1.0,0.006956037840845855
amaretti,1.0,0.006956037840845855
crawfish,1.0,0.006956037840845855
cassi,1.0,0.006956037840845855
herbe,1.0,0.006956037840845855
succotash,1.0,0.006956037840845855
sago,1.0,0.006956037840845855
frankfurter,1.0,0.006956037840845855
capicola,1.0,0.006956037840845855
burnet,1.0,0.006956037840845855
aji-no-moto,1.0,0.006956037840845855
blade,1.0,0.006956037840845855
parmesan,1.0,0.006956037840845855
morel,1.0,0.006956037840845855
snack,1.0,0.006956037840845855
gala,1.0,0.006956037840845855
case,1.0,0.006956037840845855
peapod,1.0,0.006956037840845855
toffee,1.0,0.006956037840845855
jello,1.0,0.006956037840845855
kefalotiri,1.0,0.006956037840845855
porter,1.0,0.006956037840845855
garni,1.0,0.006956037840845855
silverside,1.0,0.006956037840845855
liner,1.0,0.006956037840845855
calorie-wise,1.0,0.006956037840845855
mahi,1.0,0.006956037840845855
bisto,1.0,0.006956037840845855
mead,1.0,0.006956037840845855
mutton,1.0,0.006956037840845855
pastina,1.0,0.006956037840845855
kis,1.0,0.006956037840845855
marrow,1.0,0.006956037840845855
colby,1.0,0.006956037840845855
scape,1.0,0.006956037840845855
surimi,1.0,0.006956037840845855
culantro,1.0,0.006956037840845855
shark,1.0,0.006956037840845855
cordial,1.0,0.006956037840845855
walleye,1.0,0.006956037840845855
sardine,1.0,0.006956037840845855
vie,1.0,0.006956037840845855
groat,1.0,0.006956037840845855
tapenade,1.0,0.006956037840845855
balm,1.0,0.006956037840845855
gel,1.0,0.006956037840845855
pastrami,1.0,0.006956037840845855
annatto,1.0,0.006956037840845855
ganache,1.0,0.006956037840845855
angelica,1.0,0.006956037840845855
gravymaster,1.0,0.006956037840845855
condiment,1.0,0.006956037840845855
cone,1.0,0.006956037840845855
suet,1.0,0.006956037840845855
oxtail,1.0,0.006956037840845855
pappadam,1.0,0.006956037840845855
dinner,1.0,0.006956037840845855
herbsaint,1.0,0.006956037840845855
applejack,1.0,0.006956037840845855
pomegranate,1.0,0.006956037840845855
file,1.0,0.006956037840845855
belly,1.0,0.006956037840845855
verju,1.0,0.006956037840845855
praline,1.0,0.006956037840845855
peri-peri,1.0,0.006956037840845855
grappa,1.0,0.006956037840845855
mein,1.0,0.006956037840845855
partridge,1.0,0.006956037840845855
citron,1.0,0.006956037840845855
farina,1.0,0.006956037840845855
delight,1.0,0.006956037840845855
mortadella,1.0,0.006956037840845855
violet,1.0,0.006956037840845855
truvia,1.0,0.006956037840845855
glycerin,1.0,0.006956037840845855
padi,1.0,0.006956037840845855
mulberry,1.0,0.006956037840845855
borage,1.0,0.006956037840845855
benedictine,1.0,0.006956037840845855
sesame,1.0,0.006956037840845855
